Title,Old Price,Discounted Price,Discount %,Link,Promo Note
Ornelle Parmesan Cheese Shaved 100g,5.99,5.35,10.7,https://www.woolworths.co.nz/shop/product-details/281738/ornelle-parmesan-cheese-shaved,SAVE $0.64
Up&Go Liquid Breakfast Dairy Free Choc Ice Fridge 250mL,19.99,17.49,12.5,https://www.woolworths.co.nz/shop/product-details/118315/up-go-liquid-breakfast-dairy-free-choc-ice-fridge,
Act II Microwave Popping Corn Sweet & Salty Kettle Corn 255g,5.29,4.7,11.2,https://www.woolworths.co.nz/shop/product-details/792920/act-ii-microwave-popping-corn-sweet-salty-kettle-corn,SAVE $0.59
Huggies Ultra Dry Nappy Pants Junior Girls 15kg+ Size 6 24 Pack,25,18,28.0,https://www.woolworths.co.nz/shop/product-details/568657/huggies-ultra-dry-nappy-pants-junior-girls-15kg-size-6,SAVE $7.00
Janola Bleach Lemon 2.5L,5.99,4.99,16.7,https://www.woolworths.co.nz/shop/product-details/141919/janola-bleach-lemon,SAVE $1.00
Mainland Cheese Mild 1kg,18.95,15.99,15.6,https://www.woolworths.co.nz/shop/product-details/281897/mainland-cheese-mild,SAVE $2.96
Manuka Doctor Multifloral Honey Mgo 50+ 250g,6.39,5.7,10.8,https://www.woolworths.co.nz/shop/product-details/102329/manuka-doctor-multifloral-honey-mgo-50,SAVE $0.69
L&P Soft Drink Lemon & Paeroa 30 Pack,35.99,26.99,25.0,https://www.woolworths.co.nz/shop/product-details/660075/l-p-soft-drink-lemon-paeroa,
Edmonds Cupcake Mix Vanilla Cup Cakes 410g,6.89,6.19,10.2,https://www.woolworths.co.nz/shop/product-details/313730/edmonds-cupcake-mix-vanilla-cup-cakes,SAVE $0.70
Arnott's crackers 120g,4.3,3,30.2,https://www.woolworths.co.nz/shop/product-details/6059565/arnott-s-shapes-light-crispy-crackers-sour-cream-chives,
Bouton D'or Feta Cheese Low Salt 200g,5.99,5.39,10.0,https://www.woolworths.co.nz/shop/product-details/360726/bouton-d-or-feta-cheese-low-salt,
Moccona Coffee Sachets Latte 296g,14.8,11,25.7,https://www.woolworths.co.nz/shop/product-details/187127/moccona-coffee-sachets-latte,SAVE $3.80
Maggi Instant Gravy Mix Brown Onion 31g,1.29,1,22.5,https://www.woolworths.co.nz/shop/product-details/270685/maggi-instant-gravy-mix-brown-onion,
On The Menu Frozen Meal Lamb Shank 320g,8.79,7.49,14.8,https://www.woolworths.co.nz/shop/product-details/482906/on-the-menu-frozen-meal-lamb-shank,SAVE $1.30
Wattie's Beetroot Sliced With No Added Salt 450g,3.7,2.9,21.6,https://www.woolworths.co.nz/shop/product-details/742809/wattie-s-beetroot-sliced-with-no-added-salt,
Easy-Off Bam Soap Scum Bathroom Cleaning Spray 750mL,6.99,6.5,7.0,https://www.woolworths.co.nz/shop/product-details/222463/easy-off-bam-soap-scum-bathroom-cleaning-spray,SAVE $0.49
Pascall Lollies Minties 170g,2.95,1.99,32.5,https://www.woolworths.co.nz/shop/product-details/818966/pascall-lollies-minties,SAVE $0.96
Whiskas Wet Cat Food Chicken Favourites In Jelly 18x85g,17.2,14.3,16.9,https://www.woolworths.co.nz/shop/product-details/150538/whiskas-wet-cat-food-chicken-favourites-in-jelly,SAVE $2.90
Mingle The Iconic Duo Garlic & Herb Natural Seasoning 50g,5.9,4.7,20.3,https://www.woolworths.co.nz/shop/product-details/170002/mingle-the-iconic-duo-garlic-herb-natural-seasoning,SAVE $1.20
Colgate Extra Clean Toothbrush Medium Bristles Value Pack 2 Pack,3.49,2.79,20.1,https://www.woolworths.co.nz/shop/product-details/277121/colgate-extra-clean-toothbrush-medium-bristles-value-pack,SAVE $0.70
Maggi Instant Gravy Mix Light Brown 28g,1.29,1,22.5,https://www.woolworths.co.nz/shop/product-details/270686/maggi-instant-gravy-mix-light-brown,
Avalanche Coffee Sachets 99% Sugar Free Caramel Latte 160g,6.99,5.6,19.9,https://www.woolworths.co.nz/shop/product-details/700136/avalanche-coffee-sachets-99-sugar-free-caramel-latte,SAVE $1.39
Cadbury chocolate block 195g,9,6.49,27.9,https://www.woolworths.co.nz/shop/product-details/6059362/cadbury-more-chocolate-block-creme-brulee-caramel,
Leader Rosti Kumara 420g,11.99,8.49,29.2,https://www.woolworths.co.nz/shop/product-details/6032490/leader-rosti-kumara,SAVE $3.50
Anathoth Farm Pizza Sauce Tomato & Herb 280g,5.5,4.89,11.1,https://www.woolworths.co.nz/shop/product-details/225649/anathoth-farm-pizza-sauce-tomato-herb,SAVE $0.61
Maltesers Chocolate Sharepack Fun Size 11 Pack,7.59,4.9,35.4,https://www.woolworths.co.nz/shop/product-details/160840/maltesers-chocolate-sharepack-fun-size,SAVE $2.69
Cinderella Mango Snack Pack 125g,7.29,6.4,12.2,https://www.woolworths.co.nz/shop/product-details/6037746/cinderella-mango-snack-pack,SAVE $0.89
Rexona Men Antiperspirant Roll On Original 50mL,4.69,4.19,10.7,https://www.woolworths.co.nz/shop/product-details/841494/rexona-men-antiperspirant-roll-on-original,SAVE $0.50
Mission Corn Chips Extreme Cheese 230g,4.7,3.69,21.5,https://www.woolworths.co.nz/shop/product-details/362694/mission-corn-chips-extreme-cheese,SAVE $1.01
Tom & Luke Snack Balls Peanut Butter 396g,7.7,7,9.1,https://www.woolworths.co.nz/shop/product-details/157663/tom-luke-snack-balls-peanut-butter,
Carefree Barely There Panty Liners Breathable 42 Pack,6.5,4.5,30.8,https://www.woolworths.co.nz/shop/product-details/200074/carefree-barely-there-panty-liners-breathable,SAVE $2.00
Lotus Biscoff Biscuit 8 X 2pk 124g,3.5,3,14.3,https://www.woolworths.co.nz/shop/product-details/617552/lotus-biscoff-biscuit-8-x-2pk,SAVE $0.50
Barilla Pasta Sauce Basilco Basil & Tomato 400g,5.29,4.25,19.7,https://www.woolworths.co.nz/shop/product-details/78921/barilla-pasta-sauce-basilco-basil-tomato,SAVE $1.04
Active dishwasher tablets 54 pack,28.19,22.99,18.4,https://www.woolworths.co.nz/shop/product-details/6066308/active-rapid-dishwasher-tablets-lemon,SAVE $5.20
Chux Dish Brush Dish Wand Non Stick 3 Pack,5.69,4.5,20.9,https://www.woolworths.co.nz/shop/product-details/674076/chux-dish-brush-dish-wand-non-stick,SAVE $1.19
Bell Black Tea Bags Kenya Bold 80 pack,7.99,6.99,12.5,https://www.woolworths.co.nz/shop/product-details/267461/bell-black-tea-bags-kenya-bold,SAVE $1.00
V Refresh Energy Drink Blackcurrant Yuzu 500mL,4.49,2.49,44.5,https://www.woolworths.co.nz/shop/product-details/908419/v-refresh-energy-drink-blackcurrant-yuzu,SAVE $2.00
Yarrows Bread Rolls Buffet Garlic & Butter Filled 6 Pack,5.3,4.7,11.3,https://www.woolworths.co.nz/shop/product-details/691748/yarrows-bread-rolls-buffet-garlic-butter-filled,SAVE $0.60
Cadbury Chocolate Bar Caramilk Biscoff 45g,2.29,0.99,1,https://www.woolworths.co.nz/shop/product-details/6062988/cadbury-chocolate-bar-caramilk-biscoff,SAVE $1.30
Sweet As Popcorn Sweet & Salty 125g,3.7,3.5,5.4,https://www.woolworths.co.nz/shop/product-details/164305/sweet-as-popcorn-sweet-salty,SAVE $0.20
Moodi Protein Crisp Bar Double Choc 42g,4.99,3.99,20.0,https://www.woolworths.co.nz/shop/product-details/6071451/moodi-protein-crisp-bar-double-choc,SAVE $1.00
Fanta Soft Drink Orange 2.25L,5.39,3.79,29.7,https://www.woolworths.co.nz/shop/product-details/179078/fanta-soft-drink-orange,
Strength Meals Co Soup Chicken & Vege 320g,5.5,4.9,10.9,https://www.woolworths.co.nz/shop/product-details/441569/strength-meals-co-soup-chicken-vege,SAVE $0.60
"Only Organic Stage 3 Baby Food Carrots, Red Lentils, Cheddar 120g",2.29,1.8,21.4,https://www.woolworths.co.nz/shop/product-details/710425/only-organic-stage-3-baby-food-carrots-red-lentils-cheddar,SAVE $0.49
Tom & Luke Snack Balls Triple Choc Brownie 128g,7.49,6,19.9,https://www.woolworths.co.nz/shop/product-details/229221/tom-luke-snack-balls-triple-choc-brownie,SAVE $1.49
